variable,BodyType,Fuel,value
2021-07-01,Other vehicles,Petrol,80747.0
2021-07-01,Other vehicles,Pure Electric,5088.0
2021-10-01,Buses and coaches,Diesel,138911.0
2021-10-01,Buses and coaches,Other,1830.0
2021-10-01,Buses and coaches,Petrol,3517.0
2021-10-01,Buses and coaches,Pure Electric,1265.0
2021-10-01,Cars,Diesel,11884303.0
2021-10-01,Cars,Other,1630489.0
2021-10-01,Cars,Petrol,19019689.0
2021-10-01,Cars,Pure Electric,384077.0
2021-10-01,Heavy goods vehicles,Diesel,518086.0
2021-10-01,Heavy goods vehicles,Other,1800.0
2021-10-01,Heavy goods vehicles,Petrol,1741.0
2021-10-01,Heavy goods vehicles,Pure Electric,506.0
2021-10-01,Light goods vehicles,Diesel,4290274.0
2021-10-01,Light goods vehicles,Other,36247.0
2021-10-01,Light goods vehicles,Petrol,137948.0
2021-10-01,Light goods vehicles,Pure Electric,29281.0
2021-10-01,Motorcycles,Diesel,732.0
2021-10-01,Motorcycles,Other,9189.0
2021-10-01,Motorcycles,Petrol,1316262.0
2021-10-01,Motorcycles,Pure Electric,9111.0
2021-10-01,Other vehicles,Diesel,606324.0
2021-10-01,Other vehicles,Other,128663.0
2021-10-01,Other vehicles,Petrol,79595.0
2021-10-01,Other vehicles,Pure Electric,5574.0
2022-01-01,Buses and coaches,Diesel,138799.0
2022-01-01,Buses and coaches,Other,2132.0
2022-01-01,Buses and coaches,Petrol,3485.0
2022-01-01,Buses and coaches,Pure Electric,1510.0
2022-01-01,Cars,Diesel,11790437.0
2022-01-01,Cars,Other,1809910.0
2022-01-01,Cars,Petrol,19069136.0
2022-01-01,Cars,Pure Electric,446707.0
2022-01-01,Heavy goods vehicles,Diesel,520995.0
2022-01-01,Heavy goods vehicles,Other,2089.0
2022-01-01,Heavy goods vehicles,Petrol,1723.0
2022-01-01,Heavy goods vehicles,Pure Electric,581.0
2022-01-01,Light goods vehicles,Diesel,4314521.0
2022-01-01,Light goods vehicles,Other,40528.0
2022-01-01,Light goods vehicles,Petrol,138810.0
2022-01-01,Light goods vehicles,Pure Electric,33491.0
2022-01-01,Motorcycles,Diesel,716.0
2022-01-01,Motorcycles,Other,10524.0
2022-01-01,Motorcycles,Petrol,1331569.0
2022-01-01,Motorcycles,Pure Electric,10448.0
2022-01-01,Other vehicles,Diesel,607640.0
2022-01-01,Other vehicles,Other,127268.0
2022-01-01,Other vehicles,Petrol,80107.0
2022-01-01,Other vehicles,Pure Electric,6003.0
2022-04-01,Buses and coaches,Diesel,139208.0
2022-04-01,Buses and coaches,Other,2265.0
2022-04-01,Buses and coaches,Petrol,3605.0
2022-04-01,Buses and coaches,Pure Electric,1647.0
2022-04-01,Cars,Diesel,11698381.0
2022-04-01,Cars,Other,1969425.0
2022-04-01,Cars,Petrol,19158868.0
2022-04-01,Cars,Pure Electric,496082.0
2022-04-01,Heavy goods vehicles,Diesel,527054.0
2022-04-01,Heavy goods vehicles,Other,2419.0
2022-04-01,Heavy goods vehicles,Petrol,1822.0
2022-04-01,Heavy goods vehicles,Pure Electric,754.0
2022-04-01,Light goods vehicles,Diesel,4354704.0
2022-04-01,Light goods vehicles,Other,44548.0
2022-04-01,Light goods vehicles,Petrol,142710.0
2022-04-01,Light goods vehicles,Pure Electric,37342.0
2022-04-01,Motorcycles,Diesel,748.0
2022-04-01,Motorcycles,Other,11440.0
2022-04-01,Motorcycles,Petrol,1417023.0
2022-04-01,Motorcycles,Pure Electric,11361.0
2022-04-01,Other vehicles,Diesel,609963.0
2022-04-01,Other vehicles,Other,127857.0
2022-04-01,Other vehicles,Petrol,82153.0
2022-04-01,Other vehicles,Pure Electric,6445.0
